ID	Annotator	Label	Text
1	coby	1	ordinary people A little advice about feelings kiddo; don't expect it always to tickle.
1	Michael	1	ordinary people A little advice about feelings kiddo; don't expect it always to tickle.
2	coby	0	the man who knew too much Tell him the lady who saved his life wants to speak to him.
2	Michael	1	the man who knew too much Tell him the lady who saved his life wants to speak to him.
3	coby	3	the world is not enough Flawless, and still so innocent, not such a whore in bed...
3	Michael	4	the world is not enough Flawless, and still so innocent, not such a whore in bed...
4	coby	4	death to smoochy I love when you do the Jiggy Ziggy dance!
4	Michael	4	death to smoochy I love when you do the Jiggy Ziggy dance!
5	coby	4	rear window Why don't I slip into something comfortable?
5	Michael	3	rear window Why don't I slip into something comfortable?
6	coby	5	punch-drunk love Do you wanna have sex?
6	Michael	4	punch-drunk love Do you wanna have sex?
7	coby	5	a nightmare on elm street I knew there was something about you I liked...
7	Michael	3	a nightmare on elm street I knew there was something about you I liked...
8	coby	0	twelve monkeys You are a total nutcase, completely deranged, delusional, paranoid. Your thought process is all fucked up. Your information train is jammed, man!
8	Michael	0	twelve monkeys You are a total nutcase, completely deranged, delusional, paranoid. Your thought process is all fucked up. Your information train is jammed, man!
9	coby	0	twelve monkeys You had a bullet from World War I in your leg, James! How did it get there?
9	Michael	0	twelve monkeys You had a bullet from World War I in your leg, James! How did it get there?
10	coby	3	twilight No one will surrender tonight, but I won't give in. I know what I want.
10	Michael	3	twilight No one will surrender tonight, but I won't give in. I know what I want.
11	coby	2	twilight You know, your mood swings are kinda giving me whiplash.
11	Michael	2	twilight You know, your mood swings are kinda giving me whiplash.
12	coby	1	twilight Look at you, huh?... You're ALIVE!
12	Michael	2	twilight Look at you, huh?... You're ALIVE!
13	coby	1	twilight Oh, still stubborn, aren't we? Is that what makes you so special to Edward?
13	Michael	2	twilight Oh, still stubborn, aren't we? Is that what makes you so special to Edward?
14	coby	0	twilight I'd rather die than to stay away from you.
14	Michael	3	twilight I'd rather die than to stay away from you.
15	coby	0	twilight Whoa whoa! Chillax! No feature!
15	Michael	0	twilight Whoa whoa! Chillax! No feature!
16	coby	3	twilight Beautiful. Very visually dynamic. I chose my stage well.
16	Michael	2	twilight Beautiful. Very visually dynamic. I chose my stage well.
17	coby	1	twilight Ah... you brought a snack.
17	Michael	1	twilight Ah... you brought a snack.
18	coby	1	twilight Maybe he'll adopt me.
18	Michael	0	twilight Maybe he'll adopt me.
19	coby	0	twilight Edward, stop. Her blood is clean. You're killing her. Stop. Find the will.
19	Michael	0	twilight Edward, stop. Her blood is clean. You're killing her. Stop. Find the will.
20	coby	0	twin peaks She's my cousin... but doesn't she look almost exactly like Laura Palmer?
20	Michael	2	twin peaks She's my cousin... but doesn't she look almost exactly like Laura Palmer?
21	coby	3	twin peaks Wow, Bob, Wow. Fire walk with me.
21	Michael	3	twin peaks Wow, Bob, Wow. Fire walk with me.
22	coby	5	twin peaks You know, there's only one problem with you: you're perfect.
22	Michael	4	twin peaks You know, there's only one problem with you: you're perfect.
23	coby	0	twin peaks: fire walk with me If I had a nickel for every cigarette your mom smoked, I'd be dead.
23	Michael	1	twin peaks: fire walk with me If I had a nickel for every cigarette your mom smoked, I'd be dead.
24	coby	0	twin peaks: fire walk with me When this kind of fire starts, it is very hard to put out. The tender boughs of innocence burn first, and the wind rises, and then all goodness is in jeopardy.
24	Michael	0	twin peaks: fire walk with me When this kind of fire starts, it is very hard to put out. The tender boughs of innocence burn first, and the wind rises, and then all goodness is in jeopardy.
25	coby	0	twin peaks: fire walk with me Now, her name *is* Irene and it *is* night. Don't take it any further than that. There's nothin' good about it.
25	Michael	0	twin peaks: fire walk with me Now, her name *is* Irene and it *is* night. Don't take it any further than that. There's nothin' good about it.
26	coby	3	twin peaks: fire walk with me Hey, slow pokes... Guess what? There's no tomorrow... Know why, baby? 'Cause it'll never get here.
26	Michael	3	twin peaks: fire walk with me Hey, slow pokes... Guess what? There's no tomorrow... Know why, baby? 'Cause it'll never get here.
27	coby	0	twin peaks: fire walk with me It was a dream! We live inside a dream!
27	Michael	0	twin peaks: fire walk with me It was a dream! We live inside a dream!
28	coby	0	twins If you're lying to me, I'll be back!
28	Michael	2	twins If you're lying to me, I'll be back!
29	coby	0	two for the money Oh man... You better hold on to the coin you flipped. Because this game keeps up like this, I'm going to have to borrow it.
29	Michael	0	two for the money Oh man... You better hold on to the coin you flipped. Because this game keeps up like this, I'm going to have to borrow it.
30	coby	2	u turn You've been a bad girl, Grace!
30	Michael	4	u turn You've been a bad girl, Grace!
31	coby	1	u turn Your lies are old but you tell them pretty good.
31	Michael	1	u turn Your lies are old but you tell them pretty good.
32	coby	5	u turn Bye, Mister. Don't go nowhere without me. I wanna have your love child.
32	Michael	4	u turn Bye, Mister. Don't go nowhere without me. I wanna have your love child.
33	coby	2	u turn Come here. You know what I wanna do? I wanna hang drapes...
33	Michael	2	u turn Come here. You know what I wanna do? I wanna hang drapes...
34	coby	4	u turn I bet right now, you don't know if you want to kill me... or fuck me.
34	Michael	5	u turn I bet right now, you don't know if you want to kill me... or fuck me.
35	coby	4	u turn And here I made you all hot and sweaty...
35	Michael	4	u turn And here I made you all hot and sweaty...
36	coby	1	u turn Now you can fuckin' take it, or you can fuckin' leave it.
36	Michael	1	u turn Now you can fuckin' take it, or you can fuckin' leave it.
37	coby	2	unbreakable They say this one has a surprise ending.
37	Michael	2	unbreakable They say this one has a surprise ending.
38	coby	3	unbreakable This is an art gallery, my friend, and this is a piece of art.
38	Michael	2	unbreakable This is an art gallery, my friend, and this is a piece of art.
39	coby	0	unbreakable You'd better not be back there jacking off to the Japanese comics, I swear to God...
39	Michael	2	unbreakable You'd better not be back there jacking off to the Japanese comics, I swear to God...
40	coby	3	under fire I like you people, but you are sentimental shits! You fall in love with the poets; the poets fall in love with the Marxists; the Marxists fall in love with themselves. The country falls in love with the rhetoric, and in the end we are stuck with tyrants.
40	Michael	1	under fire I like you people, but you are sentimental shits! You fall in love with the poets; the poets fall in love with the Marxists; the Marxists fall in love with themselves. The country falls in love with the rhetoric, and in the end we are stuck with tyrants.
41	coby	0	unforgiven You know how women lie.
41	Michael	1	unforgiven You know how women lie.
42	coby	5	up I was hiding under your porch because I love you.
42	Michael	4	up I was hiding under your porch because I love you.
43	coby	5	up in the air This is pretty fucking sexy.
43	Michael	4	up in the air This is pretty fucking sexy.
44	coby	5	up in the air You're so pretty. You're exactly what I want to look like in fifteen years.
44	Michael	3	up in the air You're so pretty. You're exactly what I want to look like in fifteen years.
45	coby	0	up in the air Please, for the love of God, can I fire the next one.
45	Michael	0	up in the air Please, for the love of God, can I fire the next one.
46	coby	1	v for vendetta Tell me... do you like music, Mr. Finch?
46	Michael	2	v for vendetta Tell me... do you like music, Mr. Finch?
47	coby	0	v for vendetta England prevails because *I* say it does!
47	Michael	0	v for vendetta England prevails because *I* say it does!
48	coby	0	v for vendetta It seems strange that my life should end in such a terrible place, but for three years I had roses, and apologized to no one.
48	Michael	0	v for vendetta It seems strange that my life should end in such a terrible place, but for three years I had roses, and apologized to no one.
49	coby	1	vanilla sky Don't you know that when you sleep with someone, your body makes a promise whether you do or not.
49	Michael	1	vanilla sky Don't you know that when you sleep with someone, your body makes a promise whether you do or not.
50	coby	0	vanilla sky You'll be meeting Rebecca Dearborn, my personal role model.
50	Michael	0	vanilla sky You'll be meeting Rebecca Dearborn, my personal role model.
51	coby	0	vanilla sky I'll tell you in another life, when we are both cats.
51	Michael	0	vanilla sky I'll tell you in another life, when we are both cats.
52	coby	2	vanilla sky Forgive me, I'm blowing your mind.
52	Michael	2	vanilla sky Forgive me, I'm blowing your mind.
53	coby	3	vanilla sky Do you love me? I mean really love me. Because if you don't... I'll just have to kill you.
53	Michael	4	vanilla sky Do you love me? I mean really love me. Because if you don't... I'll just have to kill you.
54	coby	4	vanilla sky Don't ever say that word. I will never come over and bring you chicken soup and fuck your brains out again.
54	Michael	4	vanilla sky Don't ever say that word. I will never come over and bring you chicken soup and fuck your brains out again.
55	coby	0	vanilla sky I think she's the saddest girl to ever to hold a martini.
55	Michael	0	vanilla sky I think she's the saddest girl to ever to hold a martini.
56	coby	0	vanilla sky The little things... there's nothing bigger, is there?
56	Michael	0	vanilla sky The little things... there's nothing bigger, is there?
57	coby	3	vanilla sky Julie Gianni is your fuck buddy?
57	Michael	2	vanilla sky Julie Gianni is your fuck buddy?
58	coby	0	vanilla sky Four times... it means something, David.
58	Michael	2	vanilla sky Four times... it means something, David.
59	coby	1	vanilla sky I good you bid evening.
59	Michael	1	vanilla sky I good you bid evening.
60	coby	0	vertigo Only one is a wanderer; two together are always going somewhere.
60	Michael	0	vertigo Only one is a wanderer; two together are always going somewhere.
61	coby	2	vertigo Give me your hand. Give me your hand.
61	Michael	2	vertigo Give me your hand. Give me your hand.
62	coby	1	village You are fearless in a way that I shall never know.
62	Michael	2	village You are fearless in a way that I shall never know.
63	coby	0	village My sister has found love... again.
63	Michael	0	village My sister has found love... again.
64	coby	5	village Good afternoon, Lucius. I wanted to... tell you something.  I love you, Lucius. I love you... like the day is long! I love you more than the sun and the moon together. And if you feel the same way, then we should not hide it any longer.  It's a gift, love is! We should be thankful! We should bellow it out with all the breath in our lungs! Thank you! Thank you!  THANK YOU!
64	Michael	4	village Good afternoon, Lucius. I wanted to... tell you something.  I love you, Lucius. I love you... like the day is long! I love you more than the sun and the moon together. And if you feel the same way, then we should not hide it any longer.  It's a gift, love is! We should be thankful! We should bellow it out with all the breath in our lungs! Thank you! Thank you!  THANK YOU!
65	coby	0	village I know why you denied my sister. When I was younger, you used to hold my arm when I walked. Then suddenly you stopped. One day, I even tripped in your presence and nearly fell. I was faking, of course, but still you did not hold me. Sometimes we don't do things we want to do so that others will not know we want to do them.
65	Michael	1	village I know why you denied my sister. When I was younger, you used to hold my arm when I walked. Then suddenly you stopped. One day, I even tripped in your presence and nearly fell. I was faking, of course, but still you did not hold me. Sometimes we don't do things we want to do so that others will not know we want to do them.
66	coby	2	walking tall You know what my new favorite sound is going to be? The sound of you screaming like a bitch!
66	Michael	1	walking tall You know what my new favorite sound is going to be? The sound of you screaming like a bitch!
67	coby	2	walking tall I guess that changes our relationship a bit, huh?
67	Michael	3	walking tall I guess that changes our relationship a bit, huh?
68	coby	3	war of the worlds You keep your eyes only on me, you understand? Don't look down. Don't look around me. I'm taking you to the car and you're gonna want to look around... but you're not going to, are you?
68	Michael	3	war of the worlds You keep your eyes only on me, you understand? Don't look down. Don't look around me. I'm taking you to the car and you're gonna want to look around... but you're not going to, are you?
69	coby	1	war of the worlds You and me? I don't think we're on the same page.
69	Michael	1	war of the worlds You and me? I don't think we're on the same page.
70	coby	2	warm springs You're gonna do great things, Franklin. This place has identity now, a purpose.
70	Michael	1	warm springs You're gonna do great things, Franklin. This place has identity now, a purpose.
71	coby	0	watchmen Just a matter of time, I suppose.
71	Michael	1	watchmen Just a matter of time, I suppose.
72	coby	1	waxwork Would you like a closer look?
72	Michael	2	waxwork Would you like a closer look?
73	coby	1	waxwork Steak tartar? Ah, yes. Steak tartar.
73	Michael	0	waxwork Steak tartar? Ah, yes. Steak tartar.
74	coby	1	waxwork Raw meat. You do like raw meat?
74	Michael	1	waxwork Raw meat. You do like raw meat?
75	coby	3	white christmas You didn't expect me to come down in my bathrobe, did you?
75	Michael	3	white christmas You didn't expect me to come down in my bathrobe, did you?
76	coby	4	white squall I think I'm gonna choke on feel good.
76	Michael	2	white squall I think I'm gonna choke on feel good.
77	coby	3	who framed roger rabbit Roger, darling. I want you to know I love you. I've loved you more than any woman's ever loved a rabbit.
77	Michael	4	who framed roger rabbit Roger, darling. I want you to know I love you. I've loved you more than any woman's ever loved a rabbit.
78	coby	3	who framed roger rabbit Is he always this funny, or only on days when he's wanted for murder?
78	Michael	3	who framed roger rabbit Is he always this funny, or only on days when he's wanted for murder?
79	coby	1	who framed roger rabbit Dabbling in watercolors, Eddie?
79	Michael	1	who framed roger rabbit Dabbling in watercolors, Eddie?
80	coby	1	who framed roger rabbit Keep it up, Eddie. You're killing 'em. You're slaying 'em! You're knocking 'em DEAD! 873123 Yeah, isn't it great?  Keep it up, Eddie... you're killing 'em, you're slayin' 'em, you're knockin' 'em dead.
80	Michael	0	who framed roger rabbit Keep it up, Eddie. You're killing 'em. You're slaying 'em! You're knocking 'em DEAD!
81	coby	3	wild at heart Those toenails dry yet, sweetheart? We got some dancin' to do.
81	Michael	3	wild at heart Those toenails dry yet, sweetheart? We got some dancin' to do.
82	coby	5	wild at heart Ya know, I sure do like a girl with nice tits like yours who talks tough and looks like she can fuck like a bunny. Do you fuck like that? Cause if ya do, I'll fuck ya good. Like a big ol' jackrabbit bunny, jump all around that hole. Bobby Peru don't come up for air.
82	Michael	4	wild at heart Ya know, I sure do like a girl with nice tits like yours who talks tough and looks like she can fuck like a bunny. Do you fuck like that? Cause if ya do, I'll fuck ya good. Like a big ol' jackrabbit bunny, jump all around that hole. Bobby Peru don't come up for air.
83	coby	2	wild at heart That ain't never will happen, baby. Least not in our lifetime.
83	Michael	2	wild at heart That ain't never will happen, baby. Least not in our lifetime.
84	coby	2	wild things Can I play too? Or is it just for boys?
84	Michael	3	wild things Can I play too? Or is it just for boys?
85	coby	1	wild things So you're the new chicken licker.
85	Michael	1	wild things So you're the new chicken licker.
86	coby	0	wild things No little bitch could ever make me cum.
86	Michael	0	wild things No little bitch could ever make me cum.
87	coby	1	wild wild west Never drum on a white lady's boobies at a big redneck dance. Got it.
87	Michael	1	wild wild west Never drum on a white lady's boobies at a big redneck dance. Got it.
88	coby	2	witness What you take into your hand, you take into your heart.
88	Michael	2	witness What you take into your hand, you take into your heart.
89	coby	3	you can count on me You know, if I were you, I'd be a little nervous about firing somebody I'd just had an affair with, okay?
89	Michael	1	you can count on me You know, if I were you, I'd be a little nervous about firing somebody I'd just had an affair with, okay?
90	coby	0	you can count on me Yeah, this is the haute cuisine of garments.
90	Michael	0	you can count on me Yeah, this is the haute cuisine of garments.
91	coby	2	you've got mail I always take a relationship to the next level. If that works out, I take it to the next level after that, until I finally reach that level when it becomes absolutely necessary for me to leave.
91	Michael	1	you've got mail I always take a relationship to the next level. If that works out, I take it to the next level after that, until I finally reach that level when it becomes absolutely necessary for me to leave.
92	coby	3	you've got mail Kiss me, I'm going to be your wicked step mother.
92	Michael	4	you've got mail Kiss me, I'm going to be your wicked step mother.
93	coby	0	you've got mail I like Patricia. I *love* Patricia. Patricia makes COFFEE nervous.
93	Michael	1	you've got mail I like Patricia. I *love* Patricia. Patricia makes COFFEE nervous.
94	coby	1	you've got mail Oh, no, she's beautiful, but she's a pill.
94	Michael	2	you've got mail Oh, no, she's beautiful, but she's a pill.
95	coby	1	you've got mail Kevin, this is possibly the most adorable creature I've ever been in contact with, and if she turns out to be as good looking as a mailbox... I would be crazy enough to turn my life upside down and marry her.
95	Michael	1	you've got mail Kevin, this is possibly the most adorable creature I've ever been in contact with, and if she turns out to be as good looking as a mailbox... I would be crazy enough to turn my life upside down and marry her.
96	coby	1	zerophilia You're gonna' have a great time with her tonight. Just be yourself... mostly.
96	Michael	1	zerophilia You're gonna' have a great time with her tonight. Just be yourself... mostly.
97	coby	2	wild things I think we just need to get wasted.
97	Michael	2	wild things I think we just need to get wasted.
98	coby	0	u turn Women say they don't want to be taken like, really taken -- that's bullshit -- they do.
98	Michael	0	u turn Women say they don't want to be taken like, really taken -- that's bullshit -- they do.
99	coby	0	u turn Well, he offered, and I just couldn't refuse.
99	Michael	2	u turn Well, he offered, and I just couldn't refuse.
100	coby	0	heavy metal She's sleeping, but only I can awaken her.
100	Michael	0	heavy metal She's sleeping, but only I can awaken her.
101	coby	1	psycho Look, this isn't much, but it might make you feel a little better.
101	Michael	1	psycho Look, this isn't much, but it might make you feel a little better.
102	coby	2	pitch black Well, guess if it was trickeration he'd just do me, huh?
102	Michael	3	pitch black Well, guess if it was trickeration he'd just do me, huh?
103	coby	1	pitch black Okay, maybe that's a good thing.
103	Michael	1	pitch black Okay, maybe that's a good thing.
104	coby	1	get shorty I need you to do me a favor.
104	Michael	1	get shorty I need you to do me a favor.
105	coby	4	four rooms You look so much more attractive when you're self- assured.
105	Michael	4	four rooms You look so much more attractive when you're self- assured.
106	coby	2	four rooms You always gotta get the last word, don't you?
106	Michael	3	four rooms You always gotta get the last word, don't you?
107	coby	1	lord of the rings the two towers I would stay still, if I were you.
107	Michael	1	lord of the rings the two towers I would stay still, if I were you.
108	coby	1	jay and silent bob strike back Well what are you waiting for, bitch?
108	Michael	0	jay and silent bob strike back Well what are you waiting for, bitch?
109	coby	1	interview with the vampire: the vampire chronicles Do what you want with it.
109	Michael	1	interview with the vampire: the vampire chronicles Do what you want with it.
110	coby	2	10 things i hate about you You don't strike me as the type that would ask permission.
110	Michael	2	10 things i hate about you You don't strike me as the type that would ask permission.
111	coby	3	10 things i hate about you I'd like to call your attention to Patrick Verona's stunning bad-ass look of 1995 ---
111	Michael	1	10 things i hate about you I'd like to call your attention to Patrick Verona's stunning bad-ass look of 1995 ---
112	coby	1	the wizard of oz She brings you good news.
112	Michael	0	the wizard of oz She brings you good news.
113	coby	1	basic instinct I went over to your place.
113	Michael	1	basic instinct I went over to your place.
114	coby	1	austin powers: international man of mystery Listen, Vanessa, I'm a swinger... That's what I do, I swing.
114	Michael	3	austin powers: international man of mystery Listen, Vanessa, I'm a swinger... That's what I do, I swing.
115	coby	0	a nightmare on elm street: the dream child In the dream, she was standing in a room.
115	Michael	0	a nightmare on elm street: the dream child In the dream, she was standing in a room.
116	coby	2	american pie I do like your dirty magazines.
116	Michael	2	american pie I do like your dirty magazines.
117	coby	1	american pie You mean like, strip strip?
117	Michael	4	american pie You mean like, strip strip?
118	coby	5	kids Suck my dick, Suck my dick.
118	Michael	2	kids Suck my dick, Suck my dick.
119	coby	3	titanic Hello girls, I was hoping I'd catch you at tea.
119	Michael	3	titanic Hello girls, I was hoping I'd catch you at tea.
120	coby	2	mumford It's nice to meet you, Mrs. Cook.
120	Michael	3	mumford It's nice to meet you, Mrs. Cook.
121	coby	2	eternal sunshine of the spotless mind See, I wouldn't think that about you.
121	Michael	2	eternal sunshine of the spotless mind See, I wouldn't think that about you.
122	coby	1	the man who wasn't there ...What kind of man are you?
122	Michael	3	the man who wasn't there ...What kind of man are you?
123	coby	4	the wedding date Or mmm--  Gorgeous, I was insane to let you go!
123	Michael	4	the wedding date Or mmm--  Gorgeous, I was insane to let you go!
124	coby	4	the wedding date I hear that make-up sex is the best kind.
124	Michael	3	the wedding date I hear that make-up sex is the best kind.
125	coby	4	casablanca But what a fool I am talking to a beautiful woman about another man.
125	Michael	5	casablanca But what a fool I am talking to a beautiful woman about another man.
126	coby	1	bachelor party Where's the women, man?
126	Michael	1	bachelor party Where's the women, man?
127	coby	0	romeo & juliet That may be, sir, when I may be a wife.
127	Michael	2	romeo & juliet That may be, sir, when I may be a wife.
128	coby	2	romeo & juliet Shall I be married then tomorrow morning?
128	Michael	1	romeo & juliet Shall I be married then tomorrow morning?
129	coby	0	get carter Keep your pants on.
129	Michael	2	get carter Keep your pants on.
130	coby	3	get carter I bet you could use a drink, could you, Eric?
130	Michael	3	get carter I bet you could use a drink, could you, Eric?
131	coby	3	bringing out the dead I make her wait and it drives her crazy.
131	Michael	4	bringing out the dead I make her wait and it drives her crazy.
132	coby	1	twilight That was the first night I dreamed of Edward Cullen.. .
132	Michael	1	twilight That was the first night I dreamed of Edward Cullen.
133	coby	2	twilight Nice house you have here.
133	Michael	2	twilight Nice house you have here.
134	coby	0	twilight We left you a message.
134	Michael	0	twilight We left you a message.
135	coby	1	star trek iii: the search for spock I know this will come as a pleasant surprise for you...
