ID	Annotator	Label	Text
135	Michael	1	star trek iii: the search for spock I know this will come as a pleasant surprise for you...
136	coby	2	pulp fiction Now I'm gonna take a wild guess here: you're Brett, right?
136	Michael	1	pulp fiction Now I'm gonna take a wild guess here: you're Brett, right?
137	coby	1	a hard day's night Ever seen one of these before?
137	Michael	1	a hard day's night Ever seen one of these before?
138	coby	1	fantastic mr fox Why'd you have to get us into this, Foxy?
138	Michael	0	fantastic mr fox Why'd you have to get us into this, Foxy?
139	coby	4	spanglish You know, I always think about when you...Oh, there's no point.
139	Michael	3	spanglish You know, I always think about when you...Oh, there's no point.
140	coby	3	being john malkovich I'm sure he's a better lover than I ever was.
140	Michael	3	being john malkovich I'm sure he's a better lover than I ever was.
141	coby	2	being john malkovich I moved his arm across your girlfriend's glorious tit.
141	Michael	1	being john malkovich I moved his arm across your girlfriend's glorious tit.
142	coby	4	being john malkovich This is my type of chick.
142	Michael	3	being john malkovich This is my type of chick.
143	coby	1	the three musketeers However, if you would like to entertain me with a story, I'm eager to hear it.
143	Michael	2	the three musketeers However, if you would like to entertain me with a story, I'm eager to hear it.
144	coby	1	american gangster I want to know everyone you've met for the last twenty years.
144	Michael	0	american gangster I want to know everyone you've met for the last twenty years.
145	coby	2	twin peaks Was I wearing something of yours and you got mad at me?
145	Michael	2	twin peaks Was I wearing something of yours and you got mad at me?
146	coby	0	the american president Sydney, seldom does a day go by that I'm not burned in effigy.
146	Michael	0	the american president Sydney, seldom does a day go by that I'm not burned in effigy.
147	coby	1	the american president You know, I'm a little nervous.
147	Michael	1	the american president You know, I'm a little nervous.
148	coby	1	sideways You drop this bombshell on me.
148	Michael	1	sideways You drop this bombshell on me.
149	coby	1	sideways These girls want to party.
149	Michael	3	sideways These girls want to party.
150	coby	2	sideways Oh, just that he loves her.
150	Michael	2	sideways Oh, just that he loves her.
151	coby	3	le grand bleu Come on, suck your finger, you'll be seeing mermaids everywhere!
151	Michael	4	le grand bleu Come on, suck your finger, you'll be seeing mermaids everywhere!
152	coby	0	thirteen days Feels good to win, doesn't it?
152	Michael	1	thirteen days Feels good to win, doesn't it?
153	coby	0	suburbia It's an honest question.
153	Michael	0	suburbia It's an honest question.
154	coby	3	the shining Come and play with us.
154	Michael	3	the shining Come and play with us.
155	coby	1	shrek Oh, that is so sweet.
155	Michael	1	shrek Oh, that is so sweet.
156	coby	0	shrek I believe it's healthy to get to know someone over a long period of time.
156	Michael	1	shrek I believe it's healthy to get to know someone over a long period of time.
157	coby	2	yes man Will you do it for me Carl?
157	Michael	2	yes man Will you do it for me Carl?
158	coby	0	blood simple So, uh... this wouldn't interest you.
158	Michael	3	blood simple So, uh... this wouldn't interest you.
159	coby	2	sweet smell of success My curiosity is killing me; what are you so rambunctious about tonight?
159	Michael	3	sweet smell of success My curiosity is killing me; what are you so rambunctious about tonight?
160	coby	1	sweet smell of success I'm feeling too good to fight with you, but that isn't what I said - I said you snoop.
160	Michael	3	sweet smell of success I'm feeling too good to fight with you, but that isn't what I said - I said you snoop.
161	coby	2	donnie darko Hey, Cherita... want a cigarette?
161	Michael	2	donnie darko Hey, Cherita... want a cigarette?
162	coby	2	shakespeare in love Will you read it for me?
162	Michael	4	shakespeare in love Will you read it for me?
163	coby	2	true believer So what've you been up to since then?
163	Michael	2	true believer So what've you been up to since then?
164	coby	3	blue velvet You can kiss them if you want.
164	Michael	3	blue velvet You can kiss them if you want.
165	coby	5	almost famous And I'm still in love with you Leslie.
165	Michael	4	almost famous And I'm still in love with you Leslie.
166	coby	5	true romance I like you, Clarence. Always have. Always will.
166	Michael	5	true romance I like you, Clarence. Always have. Always will.
167	coby	0	true romance I mean look at her. It looks like she fell off the ugly tree and hit every branch on the way down.
167	Michael	0	true romance I mean look at her. It looks like she fell off the ugly tree and hit every branch on the way down.
168	coby	5	true romance I eat the pussy, I eat the butt, I eat every motherfuckin' thang.
168	Michael	4	true romance I eat the pussy, I eat the butt, I eat every motherfuckin' thang.
169	coby	0	true lies What can I say? I'm a spy.
169	Michael	1	true lies What can I say? I'm a spy.
170	coby	0	true lies So far, this is not blowing my skirt up, gentlemen.
170	Michael	0	true lies So far, this is not blowing my skirt up, gentlemen.
171	coby	5	trouble in paradise Darling, remember, you are Gaston Monescu. You are a crook. I want you as a crook. I love you as a crook. I worship you as a crook. Steal, swindle, rob. Oh, but don't become one of those useless, good-for-nothing gigolos.
171	Michael	5	trouble in paradise Darling, remember, you are Gaston Monescu. You are a crook. I want you as a crook. I love you as a crook. I worship you as a crook. Steal, swindle, rob. Oh, but don't become one of those useless, good-for-nothing gigolos.
172	coby	4	transformers the movie I would have waited an eternity for this. It's over, Prime.
172	Michael	3	transformers the movie I would have waited an eternity for this. It's over, Prime.
173	coby	2	transformers the movie Why settle for a peek, Daniel, when you can see everything from "Lookout Mountain"?
173	Michael	2	transformers the movie Why settle for a peek, Daniel, when you can see everything from "Lookout Mountain"?
174	coby	3	titanic You gonna cut her meat for her too there, Cal?
174	Michael	2	titanic You gonna cut her meat for her too there, Cal?
175	coby	4	titanic I'll never let go, Jack. I promise.
175	Michael	4	titanic I'll never let go, Jack. I promise.
176	coby	3	titanic You shine up like a new penny.
176	Michael	3	titanic You shine up like a new penny.
177	coby	3	titanic What? Do you think a first class girl can't drink?
177	Michael	5	titanic What? Do you think a first class girl can't drink?
178	coby	3	titanic So, you wanna go to a real party?
178	Michael	4	titanic So, you wanna go to a real party?
179	coby	0	tin cup Why do men always insist on measuring their dicks?
179	Michael	1	tin cup Why do men always insist on measuring their dicks?
180	coby	1	tin cup Oh, you amuse me, Roy, but I'm the only woman in America born after World War II that thinks astrology's a crock of shit.
180	Michael	1	tin cup Oh, you amuse me, Roy, but I'm the only woman in America born after World War II that thinks astrology's a crock of shit.
181	coby	3	tin cup Does my inner child need a spanking?
181	Michael	5	tin cup Does my inner child need a spanking?
182	coby	4	thx 1138 Everything will be all right. You are in my hands. I am here to protect you. You have nowhere to go. You have nowhere to go.
182	Michael	4	thx 1138 Everything will be all right. You are in my hands. I am here to protect you. You have nowhere to go. You have nowhere to go.
183	coby	2	thunderheart Come on up and watch TV.
183	Michael	2	thunderheart Come on up and watch TV.
184	coby	1	this boy's life Why, I'm so scared, I'm so scared, I'm so scared, wo-o-o!
184	Michael	1	this boy's life Why, I'm so scared, I'm so scared, I'm so scared, wo-o-o!
185	coby	0	this boy's life Here I am, you lucky people!
185	Michael	0	this boy's life Here I am, you lucky people!
186	coby	1	there's something about mary I couldn't believe that she knew my name. Some of my best friends didn't know my name.
186	Michael	1	there's something about mary I couldn't believe that she knew my name. Some of my best friends didn't know my name.
187	coby	4	there's something about mary We agreed I wouldn't fuck you, and you wouldn't fuck me until we got this fuck  outta the fuckin' picture!
187	Michael	3	there's something about mary We agreed I wouldn't fuck you, and you wouldn't fuck me until we got this fuck  outta the fuckin' picture!
188	coby	1	thelma & louise If she calls, just be gentle, you know? Like you're really happy to hear from her. Like you miss her. Women love that shit.
188	Michael	1	thelma & louise If she calls, just be gentle, you know? Like you're really happy to hear from her. Like you miss her. Women love that shit.
189	coby	2	thelma & louise Louise, no matter what happens, I'm glad I came with you.
189	Michael	3	thelma & louise Louise, no matter what happens, I'm glad I came with you.
190	coby	3	Anchorman I don't know how to put this, but... I'm kind of a big deal.
190	Michael	3	Anchorman I don't know how to put this, but... I'm kind of a big deal.
191	coby	3	As Good As It Gets You make me want to be a better man.
191	Michael	4	As Good As It Gets You make me want to be a better man.
192	coby	5	A Beautiful Mind I don't exactly know what I am required to say in order for you to have intercourse with me. But could we assume that I said all that? I mean, essentially we are talking about fluid exchange, right? So could we just go straight to the sex?
192	Michael	5	A Beautiful Mind I don't exactly know what I am required to say in order for you to have intercourse with me. But could we assume that I said all that? I mean, essentially we are talking about fluid exchange, right? So could we just go straight to the sex?
193	coby	2	Internal Affairs That's a nice dress — where's the rest of it?
193	Michael	2	Internal Affairs That's a nice dress — where's the rest of it?
194	coby	5	The Sure Thing   How would you like to have a sexual encounter so intense, it could conceivably change your political views?
194	Michael	5	The Sure Thing   How would you like to have a sexual encounter so intense, it could conceivably change your political views?
195	coby	5	Intolerable Cruelty Your husband had told me you were the most beautiful woman he'd ever met. I didn't expect the most beautiful woman I'd ever met.
195	Michael	5	Intolerable Cruelty Your husband had told me you were the most beautiful woman he'd ever met. I didn't expect the most beautiful woman I'd ever met.
196	coby	5	the last boy scout She's hot, Joe. She rates a three on my finger scale. That means I'd cut off three of my fingers if God would let me fuck her.
196	Michael	4	the last boy scout She's hot, Joe. She rates a three on my finger scale. That means I'd cut off three of my fingers if God would let me fuck her.
197	coby	5	up in the air This is pretty fucking sexy.
197	Michael	4	up in the air This is pretty fucking sexy.
198	coby	0	the big lebowski That's right, Dude, they peed on your fucking rug.
198	Michael	0	the big lebowski That's right, Dude, they peed on your fucking rug.
199	coby	0	the big lebowski Walter, I love you, but sooner or later, you're going to have to face the fact you're a goddamn moron.
199	Michael	2	the big lebowski Walter, I love you, but sooner or later, you're going to have to face the fact you're a goddamn moron.
200	coby	3	the apartment Ya know, I used to live like Robinson Crusoe; I mean, shipwrecked among 8 million people. And then one day I saw a footprint in the sand, and there you were.
200	Michael	4	the apartment Ya know, I used to live like Robinson Crusoe; I mean, shipwrecked among 8 million people. And then one day I saw a footprint in the sand, and there you were.
201	coby	0	the adventures of ford fairlane Clint Eastwood... I fucked 'im.
201	Michael	1	the adventures of ford fairlane Clint Eastwood... I fucked 'im.
202	coby	5	terminator I came across time for you, Sarah. I love you. I always have.
202	Michael	5	terminator I came across time for you, Sarah. I love you. I always have.
203	coby	2	terminator Guard it for me, big buns.
203	Michael	2	terminator Guard it for me, big buns.
204	coby	0	taxi driver I first saw her at Palantine Campaign headquarters at 63rd and Broadway. She was wearing a white dress. She appeared like an angel. Out of this filthy mess, she is alone. They... cannot... touch... her.
204	Michael	1	taxi driver I first saw her at Palantine Campaign headquarters at 63rd and Broadway. She was wearing a white dress. She appeared like an angel. Out of this filthy mess, she is alone. They... cannot... touch... her.
205	coby	1	synecdoche, new york I know how to do the play now. It will all take place over the course of one day. And that day will be the day before you died. That day was the happiest day of my life. Then I'll be able to live it forever. See you soon.
205	Michael	1	synecdoche, new york I know how to do the play now. It will all take place over the course of one day. And that day will be the day before you died. That day was the happiest day of my life. Then I'll be able to live it forever. See you soon.
206	coby	5	synecdoche, new york Hazel, you've been a part of me forever. Don't you know that? I breathe your name in every exhalation.
206	Michael	5	synecdoche, new york Hazel, you've been a part of me forever. Don't you know that? I breathe your name in every exhalation.
207	coby	0	swingers They went with someone who had more theme-park experience.
207	Michael	0	swingers They went with someone who had more theme-park experience.
208	coby	0	superbad Calm down, calm down. She likes you. She wants to suck on your penis. That's a good thing. It's the best.
208	Michael	0	superbad Calm down, calm down. She likes you. She wants to suck on your penis. That's a good thing. It's the best.
209	coby	0	sugar & spice Jack Bartlett. Jack Bartlett! Jack Bartlett. Is Jack Bartlett interested in me?
209	Michael	1	sugar & spice Jack Bartlett. Jack Bartlett! Jack Bartlett. Is Jack Bartlett interested in me?
210	coby	1	south park Ow! That Hurt, you butt licker!
210	Michael	2	south park Ow! That Hurt, you butt licker!
211	coby	2	something's gotta give Harry, your heart attack could be the best thing that's ever happened to me!
211	Michael	2	something's gotta give Harry, your heart attack could be the best thing that's ever happened to me!
212	coby	4	something's gotta give Erica, you are a woman to love.
212	Michael	4	something's gotta give Erica, you are a woman to love.
213	coby	3	someone to watch over me Let me watch over you tonight.
213	Michael	3	someone to watch over me Let me watch over you tonight.
214	coby	1	so i married an axe murderer Lighten up, Charlie. You've got a pickle up your ass again.
214	Michael	2	so i married an axe murderer Lighten up, Charlie. You've got a pickle up your ass again.
215	coby	0	sling blade Yes, ma'am. I've killed Doyle Hargraves with a lawnmower blade. Yes, ma'am, I'm right sure of it. I hit him two good whacks in the head with it. That second one just plum near cut his head in two... It's a lil' ol' white house on the corner of Vine Street and some other street. There's a pick-up truck out front that says "Doyle Hargraves Construction" on it. Doyle said besides sending the police, you might wanna send an ambulance or a "hearst". I'll be sitting here, waiting on ye.
215	Michael	0	sling blade Yes, ma'am. I've killed Doyle Hargraves with a lawnmower blade. Yes, ma'am, I'm right sure of it. I hit him two good whacks in the head with it. That second one just plum near cut his head in two... It's a lil' ol' white house on the corner of Vine Street and some other street. There's a pick-up truck out front that says "Doyle Hargraves Construction" on it. Doyle said besides sending the police, you might wanna send an ambulance or a "hearst". I'll be sitting here, waiting on ye.
216	coby	2	sleepless in seattle Sam... It's nice to meet you.
216	Michael	4	sleepless in seattle Sam... It's nice to meet you.
217	coby	5	scarface You're good-looking. You got a beautiful body, beautiful legs, beautiful face, all these guys in love with you. Only you've got a look in your eye like you haven't been fucked in a year.
217	Michael	5	scarface You're good-looking. You got a beautiful body, beautiful legs, beautiful face, all these guys in love with you. Only you've got a look in your eye like you haven't been fucked in a year.
218	coby	5	shakespeare in love I love you, Will, beyond poetry.
218	Michael	5	shakespeare in love I love you, Will, beyond poetry.
219	coby	2	sex, lies and videotape You never used to say the word "fucking."
219	Michael	3	sex, lies and videotape You never used to say the word "fucking."
220	coby	0	sex, lies and videotape I think that um... I think that sex is overrated. I think that people place far too much importance on it, and I think that stuff about women wantin' it just as bad as men is crap. I mean I think that women want it, I just don't think that they want it for the same reason that men think they do.
220	Michael	0	sex, lies and videotape I think that um... I think that sex is overrated. I think that people place far too much importance on it, and I think that stuff about women wantin' it just as bad as men is crap. I mean I think that women want it, I just don't think that they want it for the same reason that men think they do.
221	coby	5	sex, lies and videotape You know, I'd like to do it at your house sometime. I must admit, the idea of doing it in my sister's bed gives me a perverse thrill.
221	Michael	5	sex, lies and videotape You know, I'd like to do it at your house sometime. I must admit, the idea of doing it in my sister's bed gives me a perverse thrill.
222	coby	2	sense and sensibility He is the kindest and best of men.
222	Michael	2	sense and sensibility He is the kindest and best of men.
223	coby	0	rushmore Tell that stupid Mick he just made my list of things to do today.
223	Michael	1	rushmore Tell that stupid Mick he just made my list of things to do today.
224	coby	3	rush hour 2 I'm gonna pretend you a man. A very beautiful man with a great body that I'd like to take to the movies.
224	Michael	3	rush hour 2 I'm gonna pretend you a man. A very beautiful man with a great body that I'd like to take to the movies.
225	coby	4	runaway bride Look, I guarantee there'll be tough times. I guarantee that at some point, one or both of us is gonna want to get out of this thing. But I also guarantee that if I don't ask you to be mine, I'll regret it for the rest of my life, because I know, in my heart, you're the only one for me.
225	Michael	4	runaway bride Look, I guarantee there'll be tough times. I guarantee that at some point, one or both of us is gonna want to get out of this thing. But I also guarantee that if I don't ask you to be mine, I'll regret it for the rest of my life, because I know, in my heart, you're the only one for me.
226	coby	4	romeo & juliet A pretty piece of flesh I am!
226	Michael	3	romeo & juliet A pretty piece of flesh I am!
227	coby	1	romeo & juliet Romeo, thou art a villain.
227	Michael	3	romeo & juliet Romeo, thou art a villain.
228	coby	4	romeo & juliet My only love sprung from my only hate! Too early seen unknown, and known too late! Prodigious birth of love it is to me that I must love a loathed enemy.
228	Michael	2	romeo & juliet My only love sprung from my only hate! Too early seen unknown, and known too late! Prodigious birth of love it is to me that I must love a loathed enemy.
229	coby	4	romeo & juliet You kiss by the book.
229	Michael	4	romeo & juliet You kiss by the book.
230	coby	4	rocky I wanna kiss ya-ya don't have to kiss me back if ya don't feel like it.
230	Michael	4	rocky I wanna kiss ya-ya don't have to kiss me back if ya don't feel like it.
231	coby	2	revolutionary road Frank Wheeler, I think you're the most interesting person I've ever met.
231	Michael	5	revolutionary road Frank Wheeler, I think you're the most interesting person I've ever met.
232	coby	0	remember me He's in love with you. I've only ever seen him look at one other girl the way he looks at you, and she's a lot shorter and shares his DNA.
232	Michael	1	remember me He's in love with you. I've only ever seen him look at one other girl the way he looks at you, and she's a lot shorter and shares his DNA.
233	coby	2	rear window Well, if there's one thing I know, it's how to wear the proper clothes.
233	Michael	2	rear window Well, if there's one thing I know, it's how to wear the proper clothes.
234	coby	4	rear window I can hear you now: "Get out of my life, you wonderful woman. You're too good for me."
234	Michael	4	rear window I can hear you now: "Get out of my life, you wonderful woman. You're too good for me."
235	coby	3	raising arizona I"m in here on my knees, Ed, a free man proposing. Howdy, Kurt.
235	Michael	3	raising arizona I"m in here on my knees, Ed, a free man proposing. Howdy, Kurt.
236	coby	0	raging bull Shut up. You just shut up. I'll fucking take care of you later.
236	Michael	0	raging bull Shut up. You just shut up. I'll fucking take care of you later.
237	coby	3	quills You've already stolen my heart... as well as another more prominent organ, south of the Equator.
237	Michael	5	quills You've already stolen my heart... as well as another more prominent organ, south of the Equator.
238	coby	0	quills Your terrible secret revealed, you're a man after all.
238	Michael	2	quills Your terrible secret revealed, you're a man after all.
239	coby	5	purple rain Your lips would make a lollipop too happy.
239	Michael	5	purple rain Your lips would make a lollipop too happy.
240	coby	1	pretty woman Fifty bucks, Grandpa. For seventy-five, the wife can watch.
240	Michael	3	pretty woman Fifty bucks, Grandpa. For seventy-five, the wife can watch.
241	coby	5	point break I know Johnny. I know you want me so bad it's like acid in your mouth. But, not this time.
241	Michael	5	point break I know Johnny. I know you want me so bad it's like acid in your mouth. But, not this time.
242	coby	0	point break ...last time you had a feeling I had to kill a guy, and I hate that... It looks bad on my report.
242	Michael	0	point break ...last time you had a feeling I had to kill a guy, and I hate that... It looks bad on my report.
243	coby	0	pleasantville I could, like, kill a guy with these things.
243	Michael	0	pleasantville I could, like, kill a guy with these things.
244	coby	2	pleasantville It was amazing, Daph ... I'm like: "Well my Mom'll be out of town." And he's like "Well then, maybe we could-- you know ..." And I'm like "Yeah, sure." And he's like "Well, cool." I know, he's just so smart. I don't know. Maybe that black thing I just got. It is not slutty, Daph, it's cute. Well, "hello?" He's not coming over here to study ... I know. Well I'm jealous of you too sometimes.
244	Michael	2	pleasantville It was amazing, Daph ... I'm like: "Well my Mom'll be out of town." And he's like "Well then, maybe we could-- you know ..." And I'm like "Yeah, sure." And he's like "Well, cool." I know, he's just so smart. I don't know. Maybe that black thing I just got. It is not slutty, Daph, it's cute. Well, "hello?" He's not coming over here to study ... I know. Well I'm jealous of you too sometimes.
245	coby	1	pleasantville I did the slut thing, David. It got kinda old.
245	Michael	1	pleasantville I did the slut thing, David. It got kinda old.
246	coby	0	platinum blonde I've met some roughies in my time, but you are without a doubt the lowest excuse for a man I've ever had the misfortune to meet
246	Michael	1	platinum blonde I've met some roughies in my time, but you are without a doubt the lowest excuse for a man I've ever had the misfortune to meet
247	coby	3	pitch black Strong survival instinct. I admire that in a woman.
247	Michael	4	pitch black Strong survival instinct. I admire that in a woman.
248	coby	4	pirates of the caribbean dead man's chest One word love: curiosity. You long for freedom. You long to do what you want to do because you want it. To act on selfish impulse. You want to see what it's like. One day you won't be able to resist.
248	Michael	4	pirates of the caribbean dead man's chest One word love: curiosity. You long for freedom. You long to do what you want to do because you want it. To act on selfish impulse. You want to see what it's like. One day you won't be able to resist.
249	coby	2	pirates of the caribbean dead man's chest Jack...? Jack Sparrow? I can honestly say I'm glad to see you.
249	Michael	2	pirates of the caribbean dead man's chest Jack...? Jack Sparrow? I can honestly say I'm glad to see you.
250	coby	1	pirates of the caribbean dead man's chest My tremendous intuitive sense of the female creature informs me that you are troubled.
250	Michael	4	pirates of the caribbean dead man's chest My tremendous intuitive sense of the female creature informs me that you are troubled.